,source,target
15502,47376,58581
15503,53793,68413
15504,16964,542
15505,22255,87881
15506,88929,67932
15507,75928,11290
15508,45410,29560
15509,70839,96963
15510,67719,99820
15511,75994,11524
15512,29168,21910
15513,69743,22857
15514,7853,10098
15515,17222,75400
15516,41163,46620
15517,45820,50732
15518,30977,36067
15519,39008,42
15520,18045,37850
15521,6239,34309
15522,70133,57116
15523,40152,84738
15524,99523,47652
15525,82744,40818
15526,83822,96420
15527,66802,90750
15528,94091,67623
15529,58402,3586
15530,3216,22857
15531,16548,65825
15532,96074,20468
15533,22256,2787
15534,58402,30752
15535,52576,18889
15536,54473,4475
15537,60537,55891
15538,95759,4993
15539,22274,32550
15540,20842,30977
15541,31704,17222
15542,29560,45410
15543,65680,34309
15544,82742,86782
15545,7198,81487
15546,42,86745
15547,75928,2574
15548,61701,22946
15549,26218,96074
15550,87881,10775
15551,63428,79498
15552,46752,81612
15553,55839,51675
15554,70900,1784
15555,11345,95015
15556,58217,79127
15557,60298,59962
15558,20575,78427
15559,16832,79660
15560,25138,98093
15561,76155,95015
15562,542,16964
15563,35549,49609
15564,95015,19035
15565,16834,82392
15566,88532,75994
15567,77137,55676
15568,72320,77137
15569,37946,95710
15570,59308,58402
15571,11694,6835
15572,98107,70894
15573,58402,70900
15574,16510,76108
15575,84738,96420
15576,7357,77847
15577,90103,13589
15578,87338,87647
15579,27615,66296
15580,22857,69743
15581,26788,57116
15582,39537,72792
15583,55980,22274
15584,25138,36039
15585,78049,6239
15586,50971,90103
15587,16834,72922
15588,27785,59874
15589,65567,91969
15590,46620,41163
15591,35349,16964
15592,73167,30243
15593,72792,56777
15594,40566,75815
15595,99523,23997
15596,44825,2574
15597,7853,40818
15598,33830,37213
15599,28991,73105
15600,83455,95109
15601,55802,62017
15602,35549,98455
15603,46468,11345
15604,40840,83175
15605,1721,55676
15606,65844,4475
15607,50732,43617
15608,34395,23975
15609,3216,1721
15610,76538,84738
15611,7065,22274
15612,39738,72792
15613,84682,89119
15614,49609,19663
15615,50891,68982
15616,52431,58217
15617,32550,22946
15618,9185,3216
15619,42037,61701
15620,6835,29610
15621,39537,77880
15622,3578,55744
15623,9309,60589
15624,22256,83822
15625,34979,55676
15626,16964,72320
15627,85668,74172
15628,88005,60457
15629,22857,53171
15630,88623,75994
15631,30752,58402
15632,96420,17930
15633,55744,3578
15634,8692,27768
15635,86844,75657
15636,42037,27276
15637,14235,58402
15638,15567,81974
15639,14235,88623
15640,91969,65567
15641,73105,16964
15642,74353,95121
15643,15439,83040
15644,52149,39738
15645,47431,23483
15646,33754,29836
15647,77847,84555
15648,13403,87647
15649,20575,90746
15650,75815,22255
15651,55802,97426
15652,29836,28981
15653,69218,20842
15654,36039,82248
15655,81487,7198
15656,83175,13933
15657,90605,13403
15658,34979,97476
15659,64011,78427
15660,39738,52149
15661,22555,71401
15662,53502,41163
15663,67932,11805
15664,67623,32386
15665,40525,60207
15666,32550,22274
15667,76799,36067
15668,2526,42887
15669,75400,53502
15670,47652,65825
15671,29836,19663
15672,96294,14465
15673,2526,71216
15674,27506,9887
15675,11694,47431
15676,41199,68062
15677,75994,88532
15678,13589,90103
15679,89819,98782
15680,32386,58581
15681,79190,7198
15682,4993,3216
15683,85331,68532
15684,7357,95083
15685,40525,65844
15686,74353,59308
15687,27093,52149
15688,89090,7198
15689,51356,97341
15690,37213,45410
15691,27506,68062
15692,41276,77847
15693,31538,1784
15694,6239,79582
15695,87925,37559
15696,90750,90605
15697,27768,8692
15698,89464,86356
15699,7853,19663
15700,40317,65733
15701,52431,82392
15702,78427,69323
15703,40818,7853
15704,3564,95109
15705,72320,58196
15706,16834,29544
15707,16902,37411
15708,1129,98782
15709,15439,66327
15710,94097,61707
15711,51356,27970
15712,23715,76155
15713,66638,31104
15714,14669,13403
15715,19035,95015
15716,16548,94233
15717,42,97426
15718,18045,52436
15719,5197,39753
15720,40729,16902
15721,98107,96074
15722,58402,14235
15723,88532,19503
15724,36067,30977
15725,27276,42037
15726,21960,14769
15727,42887,97426
15728,94208,75994
15729,75994,7357
15730,19663,60537
15731,96420,83822
15732,66327,15439
15733,58402,54103
15734,87938,84738
15735,28991,29055
15736,10055,52436
15737,6239,78049
15738,11970,15098
15739,19663,29836
15740,33167,72320
15741,3216,4993
15742,79498,63428
15743,25782,99820
15744,53383,58196
15745,11970,61965
15746,38405,77818
15747,53246,22874
15748,79510,95759
15749,35549,12253
15750,37946,19871
15751,9887,27506
15752,54103,42887
15753,70112,19035
15754,67441,10775
15755,61701,10098
15756,79190,88623
15757,84682,4475
15758,29560,5197
15759,32361,28991
15760,61944,84407
15761,19503,70261
15762,61944,31104
15763,45722,66296
15764,22643,46752
15765,45410,40758
15766,10055,53609
15767,67719,78686
15768,5197,7357
15769,37213,60207
15770,84439,65680
15771,8692,4330
15772,19663,49609
15773,27797,54917
15774,47509,45524
15775,19332,85968
15776,59308,74353
15777,7357,52124
15778,53793,77137
15779,79510,17835
15780,7853,95015
15781,37213,96074
15782,60589,56777
15783,6239,18564
15784,22857,3216
15785,42887,70261
15786,69603,60589
15787,19663,7853
15788,78686,67719
15789,24778,16832
15790,44492,84555
15791,79962,88680
15792,30752,46468
15793,46620,81488
15794,29610,31104
15795,18889,52576
15796,37850,85968
15797,61119,14465
15798,12079,21910
15799,77818,38405
15800,43457,47007
15801,75575,18045
15802,14465,78049
15803,82392,52431
15804,22901,17930
15805,22946,32550
15806,72320,29641
15807,61965,69446
15808,39738,22255
15809,75298,54103
15810,27506,2526
15811,22256,16834
15812,65733,85663
15813,31233,26815
15814,72845,23715
15815,72320,25782
15816,70112,94233
15817,96546,36704
15818,70916,20575
15819,75298,29560
15820,24763,28540
15821,62301,50732
15822,47431,11694
15823,28540,24763
15824,26329,83175
15825,20575,83939
15826,32550,21534
15827,87881,22255
15828,1129,12967
15829,62563,26262
15830,62649,35449
15831,22643,36704
15832,61993,54917
15833,22274,55980
15834,44825,56791
15835,95710,79582
15836,50100,54103
15837,67932,42
15838,68062,41199
15839,71403,39008
15840,15567,79190
15841,82392,32386
15842,13933,82744
15843,40357,75298
15844,89994,97118
15845,7198,79190
15846,77201,12079
15847,95121,74353
15848,88623,79190
15849,24316,30559
15850,50391,85668
15851,8590,14669
15852,52431,79498
15853,60457,66638
15854,14235,89464
15855,77137,72320
15856,68532,85331
15857,94097,15439
15858,22901,60393
15859,89464,14235
15860,79582,95710
15861,36704,89050
15862,22256,90746
15863,25782,72320
15864,24778,62649
15865,88222,31233
15866,20988,19332
15867,22946,1782
15868,31704,59500
15869,31882,88366
15870,81488,31538
15871,26970,37773
15872,39738,9112
15873,46752,20988
15874,59820,46620
15875,11290,75928
15876,8692,52431
15877,95121,57116
15878,16902,87881
15879,54103,75298
15880,7357,75994
15881,97118,89994
15882,97341,65789
15883,41163,53502
15884,58217,52431
15885,67719,16548
15886,40292,65592
15887,73823,30506
15888,22857,33455
15889,35449,49529
15890,97341,51356
15891,42,67932
15892,26815,22857
15893,16964,34345
15894,75815,95015
15895,14465,96294
15896,3216,9185
15897,89464,69603
15898,28540,9887
15899,66638,24316
15900,46620,59820
15901,62563,15658
15902,32361,17835
15903,58894,78427
15904,29560,70413
15905,46468,16548
15906,60457,69603
15907,89464,67441
15908,58894,56777
15909,16902,24069
15910,3578,72922
15911,98782,61701
15912,22255,75815
15913,75815,29836
15914,41952,16548
15915,9185,79962
15916,16964,73105
15917,55802,37559
15918,34309,13933
15919,65789,42515
15920,75400,89090
15921,81974,15567
15922,14465,61119
15923,26970,89090
15924,57116,45066
15925,15658,62563
15926,95710,32568
15927,50732,47509
15928,36335,20988
15929,79582,6239
15930,55891,60537
15931,55676,34979
15932,89534,45820
15933,23715,72845
15934,55891,27276
15935,30977,20842
15936,82392,92567
15937,29836,66638
15938,94233,61944
15939,22617,28981
15940,49745,31882
15941,61993,60589
15942,49745,96074
15943,60298,72922
15944,84738,61965
15945,32386,82392
15946,99820,40525
15947,70261,42887
15948,47376,82744
15949,71403,27615
15950,31538,81488
15951,81974,33455
15952,20591,47431
15953,77137,98107
15954,57116,95121
15955,22256,46153
15956,78686,29610
15957,22857,26815
15958,25782,47509
15959,87647,73934
15960,70413,20988
15961,55772,35449
15962,84555,44492
15963,30559,86844
15964,76538,59820
15965,51930,41199
15966,27600,58402
15967,97341,49207
15968,30506,66638
15969,70133,65825
15970,4993,4014
15971,40317,36335
15972,37411,16902
15973,72792,39738
15974,87881,89119
15975,16834,22256
15976,36067,76799
15977,74172,40840
15978,26262,62563
15979,7853,90605
15980,42037,69323
15981,2787,72320
15982,15439,54917
15983,14486,98107
15984,10098,40236
15985,27970,83455
15986,47456,14235
15987,28991,32361
15988,50100,2871
15989,27276,55891
15990,13933,40292
15991,77137,53793
15992,27797,75400
15993,33455,22857
15994,14465,99987
15995,62649,7853
15996,37850,84682
15997,15439,94097
15998,70894,26262
15999,79510,58196
16000,65567,40317
16001,11955,58933
16002,59308,31774
16003,83175,26329
16004,2526,27506
16005,29544,16834
16006,39753,22901
16007,61965,62410
16008,29560,75878
16009,60457,88005
16010,37213,33830
16011,24778,21910
16012,27785,41163
16013,96074,22555
16014,14465,44492
16015,22274,35549
16016,45820,89534
16017,82248,54473
16018,39008,14684
16019,30243,73167
16020,70133,24069
16021,37411,61944
16022,67441,89464
16023,65825,16548
16024,97118,29610
16025,89090,26970
16026,52431,72320
16027,4014,16548
16028,45410,37213
16029,70112,20591
16030,59770,72868
16031,34309,22256
16032,54917,27797
16033,20591,70112
16034,67932,88929
16035,79127,24778
16036,27797,55676
16037,68532,53856
16038,26262,26156
16039,29560,23975
16040,97341,75815
16041,27276,50891
16042,79510,91428
16043,78427,64011
16044,72868,19332
16045,24316,66638
16046,53246,63428
16047,27093,83175
16048,84555,77847
16049,46468,50216
16050,49609,35549
16051,9887,43457
16052,56791,44825
16053,58894,75657
16054,84439,82692
16055,37850,9887
16056,26610,22874
16057,96420,84738
16058,52436,18045
16059,66296,45722
16060,5197,62563
16061,22874,53246
16062,27600,54917
16063,97701,53246
16064,26610,9185
16065,33455,81974
16066,34309,65680
16067,71885,87925
16068,59874,49527
16069,65733,40317
16070,77818,55802
16071,69603,54473
16072,65680,58217
16073,84555,22857
16074,46415,61707
16075,42515,83822
16076,11970,4330
16077,56777,58894
16078,15098,79498
16079,19871,71216
16080,66638,60457
16081,95015,75815
16082,81382,11694
16083,98782,89819
16084,60589,19035
16085,90605,71401
16086,68062,27506
16087,50216,58581
16088,55676,27797
16089,70261,19503
16090,66327,29836
16091,25698,95109
16092,61701,75878
16093,68982,50891
16094,97426,42887
16095,30752,70261
16096,85968,19332
16097,42887,54103
16098,66638,30506
16099,16832,24778
16100,9967,97476
16101,53793,96963
16102,30506,67719
16103,99820,67719
16104,87925,71885
16105,24069,65386
16106,28981,22617
16107,26156,26262
16108,40236,73934
16109,84407,34309
16110,79190,15567
16111,75298,40357
16112,90750,66802
16113,4014,65567
16114,40357,71403
16115,28981,29836
16116,15439,6835
16117,61119,15658
16118,35334,62301
16119,55980,32361
16120,58581,24778
16121,94970,70916
16122,98107,77137
16123,94233,55802
16124,75994,94208
16125,95083,47431
16126,97476,34979
16127,79582,16548
16128,71401,90605
16129,31085,94233
16130,69603,49555
16131,11345,46468
16132,5197,29560
16133,9887,50391
16134,58217,27970
16135,45410,11805
16136,70900,39753
16137,23858,60457
16138,9185,26610
16139,50100,11290
16140,62017,55802
16141,70112,71403
16142,55980,11290
16143,97701,95121
16144,86782,82742
16145,83455,27970
16146,52436,46415
16147,11970,43647
16148,32568,54917
16149,90605,7853
16150,77818,82692
16151,84738,76538
16152,58196,72320
16153,89050,16510
16154,49609,65592
16155,64510,31233
16156,86844,92204
16157,21910,12079
16158,58217,65680
16159,41163,27785
16160,2871,50100
16161,9887,37850
16162,53034,542
16163,49207,97341
16164,25698,49529
16165,23975,34395
16166,22563,16827
16167,91236,18045
16168,18564,6239
16169,22617,35349
16170,97118,84738
16171,61993,58402
16172,72868,66296
16173,72922,66638
16174,19871,41760
16175,40236,10098
16176,62017,96420
16177,50216,53383
16178,89090,46468
16179,20575,92567
16180,46752,22643
16181,75815,31899
16182,1784,31538
16183,2574,44825
16184,21534,2787
16185,58933,97455
16186,31882,49745
16187,1784,70900
16188,83822,13933
16189,34345,16964
16190,97426,42
16191,7198,89090
16192,60207,40525
16193,62649,24778
16194,53793,53246
16195,85331,75994
16196,53246,59874
16197,40758,45410
16198,83939,20575
16199,59874,53246
16200,26815,56920
16201,98782,91969
16202,90103,50971
16203,16548,67719
16204,50891,27276
16205,26788,28604
16206,59820,16548
16207,19035,16510
16208,14235,47456
16209,52431,8692
16210,59874,27785
16211,53246,97701
16212,37850,15439
16213,40525,37850
16214,93464,95121
16215,97455,58933
16216,50216,46468
16217,67441,55676
16218,68413,39738
16219,35549,6666
16220,95121,97701
16221,94233,70112
16222,83822,22256
16223,81382,17222
16224,22643,37773
16225,94097,35334
16226,85331,31233
16227,40566,22494
16228,56096,46620
16229,55802,77818
16230,56920,27041
16231,98107,76309
16232,29560,75298
16233,95015,76155
16234,29836,33754
16235,11955,23483
16236,70894,98107
16237,82744,99987
16238,16827,22563
16239,99987,82248
16240,60393,22901
16241,58402,27600
16242,37559,70900
16243,39738,68413
16244,95109,3564
16245,17835,79510
16246,97701,15439
16247,43617,50732
16248,57116,70133
16249,72922,60298
16250,46620,56096
16251,14769,21960
16252,95109,83455
16253,55676,1721
16254,88366,31882
16255,61965,11970
16256,94233,16548
16257,49529,25698
16258,33754,96074
16259,7853,46153
16260,19330,34035
16261,18045,91236
16262,55772,70413
16263,45066,77818
16264,17930,31774
16265,40317,72845
16266,90605,90750
16267,65825,47652
16268,67932,70900
16269,66638,29836
16270,86745,34395
16271,75815,40566
16272,23975,29560
16273,73823,31704
16274,27600,40525
16275,94233,54917
16276,31104,29610
16277,58581,94970
16278,36704,46617
16279,8590,4475
16280,82744,13933
16281,40525,28604
16282,89464,55802
16283,81382,27785
16284,26519,97341
16285,99987,14465
16286,75994,20591
16287,96420,27093
16288,16902,40729
16289,93371,47220
16290,22901,9112
16291,26815,72868
16292,70413,29560
16293,79660,16832
16294,88222,37559
16295,4475,65844
16296,11694,81382
16297,79127,58217
16298,75657,86844
16299,95015,11345
16300,91428,13589
16301,16548,59820
16302,12187,58581
16303,22563,86356
16304,49555,70916
16305,91969,98782
16306,88222,27768
16307,19871,37946
16308,5197,26218
16309,83175,61993
16310,37559,88222
16311,16756,78905
16312,87647,87338
16313,27615,71403
16314,40566,13589
16315,7357,5197
16316,72792,39537
16317,65680,84439
16318,97341,23289
16319,21910,29168
16320,59962,60298
16321,27785,85668
16322,49527,59874
16323,40317,65567
16324,82742,16827
16325,71216,19871
16326,47376,23483
16327,27506,40729
16328,55676,67441
16329,27970,51356
16330,97118,30243
16331,82392,16834
16332,46153,7853
16333,22256,34309
16334,6666,93371
16335,42887,2526
16336,14669,61993
16337,15567,87881
16338,29836,75815
16339,55802,89464
16340,40840,14769
16341,20575,70916
16342,97426,50732
16343,68579,15652
16344,17492,5476
16345,81980,58098
16346,21843,87726
16347,48079,3885
16348,95379,75998
16349,40508,81980
16350,3885,48079
16351,5476,17492
16352,17462,15351
16353,5476,89848
16354,13233,88837
16355,53326,3885
16356,15652,68579
16357,88837,13233
16358,3885,53326
16359,40508,9581
16360,9581,40508
16361,43605,96462
16362,58098,81980
16363,75998,95379
16364,96462,46855
16365,8204,14513
16366,14513,8204
16367,15351,17462
16368,46855,96462
16369,87726,21843
16370,81980,40508
16371,89848,5476
16372,96462,43605
16373,63700,75843
16374,75843,63700
16375,25190,61828
16376,56650,19573
16377,61828,25190
16378,69566,23879
16379,48718,50144
16380,23879,69566
16381,19573,56650
16382,50144,48718
16383,12568,25190
16384,87403,63700
16385,63700,87403
16386,25190,12568
16387,15995,55333
16388,27985,17454
16389,15995,71669
16390,99435,15381
16391,53124,55180
16392,15381,99435
16393,61226,8492
16394,15995,66848
16395,55333,883
16396,14194,29878
16397,5187,29878
16398,53124,280
16399,71669,58463
16400,21575,78195
16401,55333,15995
16402,6780,25463
16403,99435,20144
16404,71669,15995
16405,55180,53124
16406,62185,8492
16407,25463,6780
16408,78195,21575
16409,38157,53124
16410,71669,29878
16411,280,53124
16412,29878,14194
16413,20144,99435
16414,88334,29049
16415,58463,71669
16416,23686,95343
16417,29878,71669
16418,41207,52944
16419,17454,27985
16420,53124,38157
16421,883,55333
16422,8492,61226
16423,8492,62185
16424,52944,41207
16425,29878,5187
16426,66848,15995
16427,95343,23686
16428,29049,88334
16429,95380,7638
16430,93435,35183
16431,29814,73789
16432,7638,95380
16433,35183,12404
16434,12404,35183
16435,76297,71627
16436,35183,93435
16437,73789,29814
16438,71627,76297
16439,94888,43645
16440,69536,72170
16441,76833,19553
16442,55570,4616
16443,6570,97473
16444,28247,56223
16445,43645,94888
16446,97473,6570
16447,44972,65709
16448,19553,76833
16449,41269,55570
16450,72170,69536
16451,56223,28247
16452,55570,41269
16453,31995,78613
16454,4616,55570
16455,78613,31995
16456,65709,44972
16457,50589,16087
16458,61496,60895
16459,72637,35402
16460,65016,78595
16461,20467,8972
16462,16087,50589
16463,53036,35402
16464,23227,79004
16465,60895,61496
16466,78595,65016
16467,79004,23227
16468,35402,72637
16469,8972,20467
16470,82234,90219
16471,98853,25341
16472,36431,42276
16473,90219,82234
16474,32252,9999
16475,9999,32252
16476,42276,36431
16477,25341,98853
16478,45330,55428
16479,55428,45330
16480,28831,2309
16481,21804,97732
16482,16103,16099
16483,97732,21804
16484,17772,21804
16485,68925,97078
16486,16099,16103
16487,97078,81431
16488,21804,17772
16489,97667,90618
16490,1023,82687
16491,81431,97078
16492,17772,98983
16493,98983,17772
16494,92009,54190
16495,82687,1023
16496,90618,97667
16497,54190,92009
16498,97078,68925
16499,2309,28831
16500,63258,53497
16501,74512,53823
16502,53497,63258
16503,40657,35263
16504,35263,40657
16505,53823,74512
16506,82696,63258
16507,77556,81369
16508,63258,82696
16509,81369,77556
16510,91383,80888
16511,74789,8095
16512,8095,74789
16513,13065,46365
16514,9813,55960
16515,90101,16808
16516,16808,90101
16517,5240,71093
16518,31441,36549
16519,88964,27848
16520,53947,29132
16521,22278,61885
16522,36549,31441
16523,33951,81981
16524,5240,93916
16525,46365,13065
16526,61885,22278
16527,69898,16808
16528,80888,91383
16529,81981,33951
16530,37505,36506
16531,93916,96299
16532,9813,88778
16533,48894,61885
16534,16808,69898
16535,29132,53947
16536,61885,48894
16537,36506,37505
16538,27848,88964
16539,55960,9813
16540,93916,5240
16541,96299,93916
16542,71093,5240
16543,48894,2786
16544,2786,48894
16545,88778,9813
16546,11365,37977
16547,59732,60903
16548,82089,59732
16549,37977,11365
16550,59732,82089
16551,59732,38511
16552,38511,59732
16553,60903,59732
16554,40012,4760
16555,4760,40012
16556,89497,28771
16557,28771,89497
16558,94666,17879
16559,17879,94666
16560,59088,40161
16561,44955,1327
16562,13555,50902
16563,1327,44955
16564,40161,59088
16565,50902,59088
16566,50902,13555
16567,59088,50902
16568,55753,39439
16569,91520,13371
16570,39515,13371
16571,13371,91520
16572,45714,14027
16573,14027,45714
16574,13371,39515
16575,39439,55753
16576,2269,22409
16577,22409,2269
16578,26266,67785
16579,67785,26266
16580,43886,34628
16581,34628,43886
16582,94098,77655
16583,65087,52163
16584,77655,94098
16585,31096,89030
16586,89030,31096
16587,6242,3863
16588,3863,6242
16589,52163,65087
16590,88308,40065
16591,62504,58875
16592,40065,88308
16593,58875,62504
16594,7116,44956
16595,25102,66328
16596,38889,40953
16597,66328,25102
16598,87563,29433
16599,29523,53722
16600,53722,44956
16601,40953,38889
16602,53722,29523
16603,44956,7116
16604,44956,53722
16605,29433,87563
16606,1666,97885
16607,97885,1666
16608,69884,47169
16609,93572,57944
16610,81170,94195
16611,47169,69884
16612,94195,81170
16613,57944,93572
16614,59483,60291
16615,32081,33662
16616,33662,32081
16617,86961,44043
16618,59483,45758
16619,45758,59483
16620,8668,60637
16621,60291,59483
16622,44043,86961
16623,60637,8668
16624,82006,1555
16625,48592,97975
16626,52372,13686
16627,10703,45392
16628,97975,48592
16629,45392,10703
16630,29918,45392
16631,1555,82006
16632,13686,52372
16633,45392,29918
16634,73940,30500
16635,30500,73940
16636,87719,61749
16637,61749,87719
16638,78125,93966
16639,67156,36945
16640,86282,34858
16641,37389,94277
16642,94277,37389
16643,93966,78125
16644,34858,86282
16645,37389,23468
16646,23468,37389
16647,36945,67156
16648,71691,92401
16649,71691,45165
16650,92401,71691
16651,45165,71691
16652,66647,50362
16653,50362,66647
16654,26185,1255
16655,1255,26185
16656,23394,86242
16657,86242,23394
16658,46812,42098
16659,42098,46812
16660,21028,47687
16661,21028,28379
16662,91721,4268
16663,87466,38333
16664,4268,67642
16665,47687,21028
16666,35394,4268
16667,38333,87466
16668,91721,41861
16669,15763,88906
16670,28379,21028
16671,5259,88906
16672,67642,4268
16673,88906,5259
16674,35142,65455
16675,4268,35394
16676,88906,15763
16677,11761,19972
16678,71160,21028
16679,56072,41749
16680,41861,91721
16681,19972,11761
16682,65455,35142
16683,21028,71160
16684,4268,91721
16685,41749,56072
16686,17161,39043
16687,84615,73671
16688,73671,84615
16689,39043,17161
16690,78681,50003
16691,50003,78681
16692,64357,83038
16693,29173,10016
16694,83038,64357
16695,10016,29173
16696,25052,83422
16697,83422,25052
16698,25052,80326
16699,80326,25052
16700,8441,29853
16701,77548,36062
16702,29853,8441
16703,51277,69196
16704,69196,51277
16705,36062,77548
16706,49143,53207
16707,53207,66595
16708,93044,53207
16709,29097,32842
16710,47674,62917
16711,66595,53207
16712,82158,16372
16713,16372,82158
16714,62917,47674
16715,32842,29097
16716,53207,93044
16717,53207,49143
16718,11264,63480
16719,27431,20805
16720,30880,24152
16721,19571,11264
16722,20805,27431
16723,43238,66775
16724,24152,30880
16725,66775,43238
16726,11264,19571
16727,63480,11264
16728,65521,95980
16729,95980,65521
16730,6135,25661
16731,92797,46916
16732,6135,19014
16733,94584,6135
16734,15717,99041
16735,39995,30303
16736,52719,11770
16737,46916,92797
16738,25661,6135
16739,19014,6135
16740,39400,26000
16741,30303,39995
16742,6135,94584
16743,26000,39400
16744,11770,52719
16745,61952,6155
16746,50947,61952
16747,61952,50947
16748,6155,61952
16749,66659,1774
16750,1774,66659
16751,14079,61952
16752,633,16833
16753,16833,1774
16754,1774,16833
16755,16833,633
16756,61952,14079
16757,66659,3791
16758,3791,66659
16759,24846,19427
16760,60738,20633
16761,12791,20633
16762,54297,67720
16763,20633,60738
16764,20633,12791
16765,19427,24846
16766,67720,54297
16767,59315,90232
16768,66577,19791
16769,44837,90232
16770,11026,90023
16771,90232,59315
16772,15689,93565
16773,72114,92981
16774,90232,44837
16775,5313,15689
16776,93565,15689
16777,19791,66577
16778,12314,68129
16779,90023,11026
16780,68129,12314
16781,15689,5313
16782,92981,72114
16783,36381,15384
16784,48134,59409
16785,72509,81098
16786,59409,48134
16787,15384,36381
16788,48134,81098
16789,81098,48134
16790,81098,72509
16791,43822,1693
16792,70037,85721
16793,20611,49620
16794,9880,59401
16795,1693,43822
16796,12336,91087
16797,91417,23688
16798,85721,70037
16799,17621,51916
16800,49620,20611
16801,34957,22692
16802,71664,61959
16803,43822,34957
16804,34957,43822
16805,59401,98990
16806,59401,9880
16807,22692,34957
16808,23688,91417
16809,61959,71664
16810,51916,17621
16811,91087,12336
16812,98990,59401
16813,72860,68823
16814,96692,43914
16815,43914,96692
16816,68823,72860
16817,85033,86640
16818,19832,89745
16819,86640,85033
16820,89745,19832
16821,98076,97378
16822,97378,98076
16823,56365,90106
16824,90106,56365
16825,74004,58197
16826,71544,28324
16827,28324,71544
16828,58197,74004
16829,66250,45144
16830,96416,76489
16831,23600,16142
16832,85623,13964
16833,89191,54955
16834,69961,55332
16835,39243,13725
16836,55671,61478
16837,55313,27251
16838,55332,69961
16839,64936,79596
16840,16142,23600
16841,12699,2022
16842,54955,89191
16843,21104,86287
16844,80570,15707
16845,69477,82325
16846,1197,40547
16847,66250,5341
16848,74129,45144
16849,80570,27119
16850,45144,66250
16851,15707,80570
16852,65960,27638
16853,98397,15850
16854,81258,71027
16855,52609,71027
16856,67468,60122
16857,17905,19824
16858,81605,73492
16859,31836,52760
16860,2022,46773
16861,55671,15707
16862,94986,30427
16863,40547,1197
16864,71027,52609
16865,86287,21104
16866,80505,80570
16867,57162,57281
16868,52760,31836
16869,15707,55671
16870,30427,94986
16871,9825,31836
16872,27251,55313
16873,61478,55671
16874,13725,39243
16875,65683,71027
16876,64936,90968
16877,93189,9431
16878,29442,27251
16879,27251,29442
16880,8348,85658
16881,57281,57162
16882,15850,98397
16883,45144,74129
16884,71027,65683
16885,73492,81605
16886,71027,81258
16887,13041,23940
16888,27119,80570
16889,85658,8348
16890,79596,64936
16891,13964,85623
16892,23940,13041
16893,44099,32698
16894,5341,66250
16895,9431,93189
16896,46773,2022
16897,32698,44099
16898,82325,69477
16899,60122,67468
16900,55313,96518
16901,19824,17905
16902,29013,90968
16903,31836,9825
16904,90968,64936
16905,96518,55313
16906,76489,96416
16907,90968,29013
16908,62263,40547
16909,80570,80505
16910,2022,12699
16911,65501,71365
16912,84391,84370
16913,83630,45107
16914,48833,4346
16915,91088,9324
16916,9324,91088
16917,95038,91088
16918,70816,65501
16919,41116,17155
16920,4346,48833
16921,84370,84391
16922,71365,65501
16923,91088,95038
16924,24242,64494
16925,9324,48833
16926,48833,9324
16927,97307,21840
16928,21840,97307
16929,17155,41116
16930,45107,83630
16931,65501,70816
16932,30213,49571
16933,16445,76871
16934,26607,39102
16935,49571,30213
16936,98106,11601
16937,39102,26607
16938,98106,24754
16939,36690,95620
16940,95620,36690
16941,24754,98106
16942,4356,95620
16943,73705,19914
16944,76871,16445
16945,11601,98106
16946,19914,73705
16947,95620,4356
16948,16888,71674
16949,7283,1521
16950,71674,16888
16951,1521,7283
16952,82102,81183
16953,7001,96746
16954,82102,15224
16955,41865,31732
16956,33769,82726
16957,31732,12812
16958,65292,4884
16959,15224,82102
16960,97275,96746
16961,96746,7001
16962,31732,41865
16963,30338,5901
16964,82726,33769
16965,12812,31732
16966,74053,15224
16967,5901,30338
16968,15224,74053
16969,81183,82102
16970,96746,97275
16971,4884,65292
16972,83634,78790
16973,66062,92082
16974,78790,83634
16975,76201,96391
16976,96391,76201
16977,92082,66062
16978,63561,84365
16979,1387,45307
16980,61411,64249
16981,64249,61411
16982,45307,1387
16983,9416,43955
16984,69124,34264
16985,84365,63561
16986,45307,56769
16987,56769,45307
16988,34264,69124
16989,43955,9416
16990,96352,79218
16991,79218,96352
16992,12054,96771
16993,83765,50468
16994,12054,29054
16995,96771,12054
16996,69550,13519
16997,25431,27734
16998,13519,69550
16999,91097,45718
17000,54136,96771
17001,45718,91097
17002,50468,83765
17003,29054,12054
17004,96771,54136
17005,27734,25431
17006,31544,11094
17007,12047,74220
17008,11094,31544
17009,74220,12047
17010,41504,15576
17011,33982,45168
17012,45168,33982
17013,15576,41504
17014,19780,23009
17015,69974,98784
17016,15673,93744
17017,37485,28605
17018,7494,72218
17019,68606,15673
17020,15673,68606
17021,93744,15673
17022,98784,69974
17023,28605,37485
17024,23009,19780
17025,35915,46432
17026,72218,7494
17027,46432,35915
17028,80159,65138
17029,48165,12987
17030,12987,48165
17031,65138,80159
17032,2780,12987
17033,12987,2780
17034,17600,77127
17035,27038,6962
17036,10893,92072
17037,34098,79108
17038,10893,42150
17039,67056,13095
17040,92072,10893
17041,86151,15685
17042,15685,86151
17043,42150,10893
17044,13095,67056
17045,6962,27038
17046,15070,22386
17047,79108,34098
17048,77127,17600
17049,22386,15070
17050,35745,20432
17051,62918,38870
17052,38870,62918
17053,20432,35745
17054,9570,87181
17055,4682,95165
17056,87106,96228
17057,95165,52260
