src,dest
1976,8704
589,3878
6627,3389
809,3032
7253,3106
422,3658
1468,7064
8004,1522
2494,2251
9593,6468
1140,7244
7113,3715
3140,2337
2642,7899
7986,1138
6860,1087
8860,7184
3008,8400
2875,4855
8469,5310
7272,4026
7056,3029
7284,4014
7947,930
5125,7654
7035,5954
5754,4995
4810,7981
5151,3234
8738,6003
1891,4910
6825,6264
1976,8793
6919,691
7503,416
6856,4790
6550,1604
1141,1934
4071,765
5226,5699
3025,1453
213,7795
1011,9191
6735,7651
3535,8519
9632,2827
8018,8646
9608,2675
1128,8549
2304,2183
6711,662
9839,2432
6980,5190
3025,3716
2899,7532
7054,4755
8941,5302
2980,5625
7157,4108
9317,142
1514,2872
3041,6399
2211,1588
9360,7894
1960,9889
4348,4533
4901,224
7878,7848
4367,5991
8927,3878
809,8335
8776,8276
6145,3664
3590,8674
20,9225
9383,3922
7456,4349
4595,7597
5575,3830
5247,9963
2172,1414
9317,4228
1975,8177
1966,9722
2315,3953
9223,1371
3592,4477
3760,6276
170,1416
9823,4646
2180,8876
5339,3206
888,744
2474,360
5676,5274
8793,4162
9504,5340
4287,1567
130,5162
816,6370
3697,4892
7814,3351
9812,392
709,5949
3137,8145
7246,8469
281,3612
3658,4241
6614,8844
7308,825
6684,1558
5951,8324
2310,7849
6434,1946
3789,6753
2180,2560
9402,1115
7710,1522
4677,6849
2158,6299
928,2858
184,7619
6684,2498
3146,8470
3111,8261
4528,7793
9257,3748
3048,8697
991,6944
7494,8886
5095,4742
3022,7366
5215,4214
7268,8307
9943,8185
4546,4428
5628,1120
2273,7851
5754,5930
3773,636
4629,5544
9340,4945
3956,9937
2361,4877
6131,9889
9502,4101
1950,4337
8899,8404
5984,2263
4241,9286
1522,2882
9954,4533
866,3824
8363,3558
3010,7456
7654,4584
7894,4287
2872,5203
8704,8480
2872,7509
5601,5999
5510,5007
846,5139
758,3512
3156,7456
2009,5409
7693,5191
1453,6855
1783,7035
2862,8201
7994,5309
5542,6758
2133,9889
7425,1764
5882,4747
5724,6849
584,5416
2442,3162
2754,2252
764,9767
1942,9619
7392,930
6435,848
4105,3942
2665,3844
134,1443
1091,7919
1533,4405
5575,2517
6221,3986
130,7954
8963,8999
9561,3263
4711,4682
3263,6125
4315,1707
9619,9383
4968,3008
3372,9797
7246,8986
6254,7197
6810,2430
7764,2714
2632,2607
7654,8828
6436,3103
7610,6194
8438,3587
1280,2668
4914,8492
412,6153
9942,8746
431,6494
2442,7421
4932,3276
303,7402
9739,7265
6824,5000
2852,8454
2583,6771
6538,2400
9104,516
1783,1881
4079,4708
7013,59
7996,2190
1942,8501
3988,7136
3253,7814
2550,7101
4517,7434
4797,7857
891,7035
3440,3750
2420,7654
6912,9383
555,6299
9879,5424
3565,808
295,7954
5839,3741
4868,6615
2943,6634
9108,6434
2077,1598
4670,1960
2581,8127
8270,8329
3773,7222
6651,3293
4086,5226
8168,7543
5387,6379
7894,548
2282,9340
6337,4756
7793,4404
8131,846
7856,6512
1496,4120
5878,6536
827,4593
1552,4860
74,5993
6060,9772
9637,1726
849,567
5049,6587
8067,2624
2539,7787
3161,890
4973,1141
9677,7989
1732,3777
3429,5991
5300,261
1673,1286
7764,6579
7123,9358
1912,2263
3456,6111
5744,121
9363,9894
1946,9870
6490,79
9822,6907
768,9998
9739,7851
1573,7870
7824,88
5955,9383
6518,3545
5073,7889
525,8818
8192,8262
2848,6804
3303,6855
1605,261
5049,7459
1188,8106
1657,3937
8707,2645
8101,8767
5814,5081
110,3446
1998,6840
6605,9880
7787,4680
1723,8862
1985,4421
6632,5952
8340,7339
6518,3306
2252,5120
8240,1973
3303,6055
948,9620
7253,7218
3936,5801
5120,2369
8470,8434
7943,9500
105,300
9898,9732
9631,7207
4295,5801
5759,4538
5540,3373
4718,3852
6215,9221
2757,4040
3122,3036
2542,6557
6386,8837
8149,5328
9668,5343
9961,6966
8758,5571
6337,5796
697,3783
9954,6572
468,3635
2882,6990
5582,2797
2422,5340
993,2170
7868,5817
1954,7244
1763,5037
848,9827
2875,9972
3150,2536
6267,4138
5601,8368
21,5162
1460,4755
7094,5109
4467,1573
5463,8654
5738,6579
9396,5316
3713,5513
3383,1562
3300,311
2856,809
4646,5528
8554,4790
2625,5371
1183,2713
4363,2948
9449,4598
2104,6576
8070,6611
5888,9530
310,5892
7481,6252
2603,4403
7985,9067
6510,6201
1798,4680
7413,8593
19,1763
4952,3760
8254,8739
9571,494
8557,9869
848,9182
9187,6818
2754,9561
9634,5994
9352,3111
7861,7960
5052,2603
9120,6526
8702,9753
9902,4232
9104,4692
9933,7850
5976,5700
4860,5219
4751,9753
1989,8355
19,9772
7874,4216
831,4250
457,7134
3372,7136
4929,6788
7186,4007
3263,9239
3549,57
4973,993
8893,9607
8939,200
6436,8951
1758,7787
7117,7389
5130,6280
4446,9972
6491,3981
2550,412
3953,9239
8132,9637
9282,8673
4232,7036
9117,8132
6047,535
5269,7401
5490,4682
616,4411
7835,4873
9566,1138
9040,1644
3041,1332
940,9822
8928,3507
5882,8324
8221,5817
4077,8984
3334,7544
378,1447
873,300
5754,4396
3225,4156
443,1583
6401,7107
2856,3936
3837,8325
1369,1766
9216,8049
9086,4424
7113,7123
4207,764
3281,7653
5,4810
2107,3351
8401,1052
4457,8844
5500,6330
4207,5367
1800,5404
6055,2433
1103,9260
1644,1281
986,8260
6860,8339
2506,6640
8936,4077
8450,2385
7708,5896
744,5454
6411,4101
3686,3380
1969,7509
5897,5328
7016,5966
6912,6125
1522,7772
9201,9655
5435,5888
7608,7859
6853,2807
6299,1559
9985,795
1436,9250
3778,3612
2950,5036
9664,5953
9961,9909
4810,4797
8192,9645
3748,7315
5836,3288
6337,3129
1990,4219
5244,9664
4868,1747
1509,1101
5624,8999
5472,5094
7642,940
127,4738
8276,2506
9443,2627
9907,2342
2752,697
7004,849
453,9314
5360,7486
5897,6370
4218,9404
290,8641
7857,1422
7752,9654
2754,6268
141,8697
8453,5966
6700,5579
5339,3934
294,5590
4952,1432
4218,9512
3639,1439
5953,7913
9775,747
5452,2503
1192,5539
5244,1933
504,8596
7752,2052
2503,71
5245,9320
3837,9811
9866,7190
6254,1970
1957,6358
6473,4315
7272,1528
4405,5700
9402,3018
5137,4225
7237,7933
9897,3705
9654,4026
7981,9076
2856,7711
9620,2870
9934,680
1605,4955
3741,1950
9595,4000
1029,7848
7832,3896
380,5337
6769,6465
710,5733
261,1314
1808,7232
2282,6860
9351,5146
3334,5120
5688,1275
4544,7502
599,9808
7205,4956
5766,1742
1701,9963
2440,9835
1046,8293
2730,7014
6041,9711
5425,710
937,8508
4897,5476
8506,362
5287,5242
5609,1565
4375,8577
1957,422
3306,5408
4538,9003
3588,9571
8519,2291
808,336
3181,7315
4486,9670
6319,930
2875,825
1141,1376
1651,306
4851,3590
6330,9717
6231,2367
336,6252
8041,782
432,7013
7339,2476
6011,5164
8070,8105
6457,6267
5036,3989
4606,6758
2632,8481
8107,8876
3906,455
8704,1332
5128,8685
9065,147
6189,498
5362,8398
5677,7739
7334,3303
6804,6518
1129,2017
2183,7516
6399,6411
4375,4681
2373,8214
8105,4945
8703,9488
4421,8285
8339,1933
3317,9710
6242,7894
5892,5493
7268,9154
7889,8345
8324,6267
3414,7545
5796,3248
9725,9279
2644,7459
4613,5722
8310,418
9225,3677
8727,652
3565,9372
3290,8295
7768,4649
504,3772
2052,5836
4912,9086
2474,7306
7481,1215
3739,6574
7960,5794
7117,8359
1739,3758
8235,5162
7436,591
2095,6094
9620,4916
5139,4077
4016,6954
8072,3987
6758,8634
7055,6576
9328,6202
4954,7885
5463,2855
8051,3508
7885,8743
9548,5624
9327,5451
1056,455
8653,1860
8543,9250
5493,4771
1214,3181
9008,7986
3097,5700
3032,414
3529,7269
3385,5049
357,3170
8008,5744
7113,4955
1087,6457
6147,2425
8337,1879
2958,7565
7870,3670
9193,7576
3182,5283
5860,5724
4045,6990
7064,6799
5999,213
2943,9677
2803,3156
3253,9291
8697,9656
6684,1960
1680,9852
2155,7101
3611,5159
8886,7190
6703,8709
1147,224
1548,9047
4405,5269
721,3405
9086,5416
7002,1422
7835,9281
7389,5479
916,3098
4700,2761
3818,309
5958,5557
7489,7798
3294,9761
3841,1447
7551,5425
6324,6490
7489,2990
1624,2044
8004,5606
2624,7316
5428,7959
1615,4162
8558,8331
6966,3466
9265,5140
8888,1528
265,6866
94,7218
4143,1265
1184,4234
9866,9106
9923,1435
832,334
8776,8986
3833,9092
4275,8217
2603,6337
8674,4825
3351,4923
1558,8414
443,3306
421,9646
7063,3452
6039,584
9996,4446
5,9539
1395,4916
8132,1600
8341,5212
2122,4007
6010,3675
412,1909
5871,1408
9418,9696
3935,5425
8095,8599
4879,5034
319,2672
6791,5262
3167,7835
7859,127
1501,4583
1165,5247
8673,6264
1090,5700
2621,7016
6098,1318
4923,432
9278,7913
5771,3393
5585,8596
2730,6919
2530,619
3640,5247
3129,930
8963,8127
5233,7762
7685,5607
5300,6272
8965,4324
8757,407
3959,2565
3156,8204
498,1764
4939,6776
2429,9621
5535,7516
3074,7963
7101,1935
3587,5582
3262,7610
5197,2542
3944,4143
6201,8340
8816,8863
8551,9768
5856,9739
642,8270
1817,6574
1657,347
1424,5341
8285,2752
5274,9899
535,3872
853,1859
3323,7672
6758,5888
5404,9351
7067,2930
2416,3872
4738,5949
1936,7113
3989,4825
1011,1664
4214,5601
2405,3044
3890,3741
5875,4825
9010,6391
3715,5339
4264,3838
9443,9032
4079,6624
4293,7995
6319,113
6950,704
548,5036
8133,5404
1394,5164
4156,949
3739,1286
8245,9959
7626,8221
6716,9659
5965,7762
9975,9436
4606,1062
9636,4644
4421,711
2750,7761
7489,5819
9052,8709
1936,4160
347,5285
2727,2730
2665,5729
2190,7705
5644,4344
8695,319
6738,3692
2101,7773
6239,5095
5529,9823
8454,3041
4916,273
4120,7784
1970,2292
3041,6233
2111,6597
5310,5479
1533,7626
4450,5871
8453,5892
7981,9349
5316,9822
1940,4116
8937,5340
2943,4448
4986,8707
5683,4748
7394,3753
3530,1281
147,636
3288,2172
8051,7582
5152,8508
2752,9654
8697,7976
7264,5766
1668,2533
3731,3373
6234,6972
5366,5139
4428,6531
8828,1668
1262,2252
7951,5366
2178,3619
5649,1948
2552,9470
8107,8543
315,3375
2231,3440
723,3602
4373,9330
7835,1648
6490,7407
7960,1630
3097,6638
3464,2105
2361,6960
5602,8232
5701,2658
2882,1660
2862,9943
6441,3182
3394,3953
1605,2991
9972,4758
5726,5980
2565,6764
3887,4692
9244,6260
8067,6239
997,3744
1542,9340
9847,3689
1453,3841
1680,3219
3515,930
7193,8142
3817,2848
9258,8453
5151,2565
1283,5722
2252,1393
8918,8827
711,9282
7851,9360
704,9581
8404,3690
4008,1657
7950,9411
2642,1244
2908,6119
3229,7011
1625,765
9530,6597
9295,5557
3732,1424
1414,3405
1793,7489
7356,9969
6060,5445
3225,7651
653,2803
8183,9065
1023,2750
4718,8058
3872,1879
3887,2111
8137,349
5215,6863
8554,2856
940,4914
5249,190
1318,2542
3741,6825
1901,7187
2528,4526
6394,6218
9191,9214
8136,1087
290,2742
5425,9715
2442,8871
7392,5700
1278,8727
3748,8559
9128,5955
9041,4665
3744,2602
7791,1499
1192,4381
1333,4206
1934,9772
1625,2945
2394,3357
295,9340
4436,9668
8816,8614
4593,9120
9391,5540
1205,602
7068,7056
6848,9117
5420,2542
19,12
2862,1240
9444,7136
3350,5125
7036,5601
7502,6510
2456,3587
213,6219
5770,152
2301,9961
7868,7752
1394,9443
1567,5029
7597,4968
440,3139
3693,1261
8557,6685
2839,7856
1049,9512
9716,9456
8986,5954
9880,5046
5151,1765
3248,4978
1333,5427
702,4602
6716,1562
9108,7245
7787,6824
8223,4479
7986,3679
7995,6344
3831,7899
6651,2617
3170,3084
170,4275
3323,997
4775,5463
1240,4576
6435,3512
3080,7859
7401,3981
8242,6019
3132,2950
8709,1107
1306,4105
8820,8634
1730,3681
4315,8506
601,9738
9363,6172
3139,4127
2581,5535
8923,7105
6260,4294
3240,8341
9238,1280
4490,5147
3765,9866
917,4064
5227,7494
334,3807
5000,8004
3276,8674
4315,9992
1565,6720
2950,9971
7629,652
6980,5420
4486,2549
6905,5672
8400,418
5476,2941
8867,6963
3289,548
8941,7193
4700,1707
916,4095
5623,7401
7232,9045
1712,6119
5732,8475
5171,5279
1704,8876
2432,7976
5669,9775
4968,7914
9716,8018
7015,6669
3201,8809
6222,4084
2196,9670
5152,8743
5729,9500
9016,939
2468,8519
636,9709
9482,8310
1101,5088
1469,2494
4975,1643
4064,3405
9282,7586
8214,1546
680,7325
680,3478
2476,2501
5653,4820
9338,9909
5746,101
6704,3664
5340,584
8481,9889
9963,6086
9839,4162
3253,9281
6771,5372
9502,5667
5653,6130
4869,2503
4714,371
782,9775
714,1353
4120,3681
890,7067
5245,2367
8398,4646
2462,9775
4214,1129
4373,7610
6772,482
8653,2938
7269,7543
4713,310
3150,5994
7387,6856
9880,3778
7394,2140
2420,2550
7113,6202
6046,8245
2045,8333
5724,8776
443,4758
4441,2749
2917,3029
7127,847
7105,4929
3111,6799
7570,1523
9768,451
5424,5607
101,5499
3592,7060
5081,1538
7561,710
1395,3671
780,1948
846,5310
5387,4576
3982,127
2446,4397
5152,7878
4089,3368
5146,2420
6678,5146
674,8015
1614,5846
306,233
3587,8106
8455,8276
1265,12
692,9433
1101,8685
9500,7432
8928,2107
9439,254
9120,2705
3635,7331
2133,9278
6711,9569
5626,723
7148,2818
6919,2630
4777,4660
9656,7493
6408,3032
2673,3711
3844,2868
8198,8925
7232,5697
8329,431
3462,2602
9557,9615
4436,3161
3405,1392
265,7341
8928,7705
8809,1708
5839,9060
901,5133
1399,7043
7054,9504
297,6759
4646,7157
7545,2714
5966,2433
1469,6243
3111,4425
9195,7197
9716,2616
1157,5343
2190,2817
1799,3633
9860,6738
4367,3248
4798,4332
548,3833
1707,6293
8903,4714
9397,6242
3818,4160
6345,6804
7887,9709
6477,6131
2247,2630
4411,5607
193,993
1630,1798
5649,5228
1562,1732
9317,6990
8965,9902
2958,7576
1730,2247
3739,7824
2240,6060
997,6362
8105,5794
4840,8345
1565,7912
704,7945
1704,5128
2373,6366
3302,4275
9650,2342
2107,939
4195,4421
7306,7246
2529,7551
758,6125
1799,1587
9812,1523
1548,3044
7013,392
347,619
5759,901
9987,4544
8292,5688
5228,2602
8127,1143
8641,6568
4929,9278
591,2569
179,1914
8341,6683
6912,5911
5601,373
3792,2823
9729,5435
3115,5212
6279,7768
1332,6057
1361,1901
6079,240
4572,7042
8598,9860
12,5683
9396,9847
2122,6848
9987,9391
2199,5535
1976,6130
2716,4512
4105,2199
2645,5844
2549,8674
3363,9403
6771,5697
6291,1216
8776,5476
997,2533
9356,9812
6042,1408
2742,873
7008,1881
4893,9187
5245,7414
6233,7576
2134,2742
9631,3525
4660,4468
1950,7101
1258,2366
729,4956
7835,6990
5555,3156
3689,2215
3923,4337
9104,2723
7724,3689
8847,2673
9362,9648
8816,5951
8121,7149
653,7016
1483,237
5279,2946
215,110
9772,6843
3677,9138
4932,5578
3872,3689
2945,5711
8596,319
4333,297
6268,849
5856,996
6472,8276
7011,3862
5529,1091
5139,2990
3259,2045
3205,1976
2494,5309
3519,4840
2456,9767
1990,1120
6735,886
7933,7924
4195,4264
3012,2841
5334,906
5476,1394
3703,4311
9392,6186
584,4432
2960,7878
3435,9797
8257,8979
2464,993
1533,5334
1157,9852
5244,6604
9793,2007
8145,9637
2970,5692
6095,8494
4975,2029
832,3989
7447,8531
2603,6055
5110,8965
8801,5699
1011,4184
5,9250
4916,816
5539,1966
3959,3743
2365,5203
906,4405
1000,6786
5453,1439
6100,7069
3515,602
1292,9282
2369,3690
420,5529
5677,6632
5171,6772
6783,9052
3380,1321
485,5367
3508,6416
3996,1362
8137,3914
1874,1726
8801,8067
8767,1180
4344,610
1172,5448
2134,5535
8951,7532
511,5159
1397,8262
8727,5196
7894,7004
2536,5110
94,2946
9500,2503
1453,8951
5968,1291
2022,3132
1730,6062
193,5743
9504,21
6057,2111
2251,3097
1280,171
7626,9934
5494,9488
9852,3812
9328,759
4860,776
8709,2161
8177,1758
6863,7376
1935,3036
141,2880
835,2616
6359,6704
7144,5453
2595,5420
5334,4880
8862,1548
345,2583
2022,455
6170,5162
1602,9963
3185,141
1652,4348
9767,4014
6786,3512
312,2287
2381,451
8470,331
9631,5247
7366,4337
4777,9548
1275,9783
1764,3812
5151,7710
1080,273
2980,4138
4686,1689
9193,8715
1542,7494
8156,8765
9204,3844
9129,2256
8151,4952
548,7503
9500,4954
8226,6843
9772,917
6041,5589
841,6595
4672,4734
4968,5334
2178,7849
7486,5010
6218,7570
1584,3013
2133,7945
142,4572
3765,9286
1236,3855
3715,1326
6662,9396
8363,8899
8566,9901
5602,7432
5562,2077
2365,8067
5644,3259
2158,6712
759,2530
6194,3380
8138,5814
5949,9637
301,1056
4797,7205
9839,9901
9201,7645
6550,9889
9812,8958
2727,8498
8968,5569
1424,5704
8519,5596
3150,7208
5968,4835
9404,8827
6794,8553
691,184
9761,8160
5452,8494
5769,6490
3018,5037
6338,5965
3137,6491
6046,1588
2665,3036
3612,8525
6465,788
1399,1793
7947,7734
2529,8151
9430,2803
2836,7797
9456,9182
364,9715
4700,9961
8703,4879
9356,7950
8596,3833
8008,4195
2273,6519
3257,371
7256,7854
7064,8704
2742,4335
6685,5034
2958,3719
3452,3444
9619,8214
9428,9885
6086,8461
7063,7016
9797,9418
6818,858
4758,3633
7466,7961
680,704
8368,9117
2007,5498
3732,1734
9615,4264
7490,3732
7277,8590
1243,7419
8506,3058
165,9664
7366,8508
8820,5199
4428,2539
7561,494
4895,2300
5328,3837
5763,3587
5571,1431
5724,986
4651,3096
7886,7341
7456,8192
5342,1140
9753,6727
8767,9391
5602,6518
3080,9930
9901,940
1644,6277
6997,8330
3923,8495
3368,6848
5279,3529
6519,5438
2603,1000
9099,4825
1546,7651
3383,9016
3887,8718
906,8347
110,3887
9278,2627
885,375
2231,3201
3375,457
4439,2462
8212,4893
1523,2917
1107,5602
7057,647
8318,7186
6649,6088
2679,5476
5569,3550
599,2797
8375,5133
3119,9330
7010,5871
1732,8383
3139,7516
3375,8417
9338,8445
2190,6435
8739,3914
3229,1615
4751,6057
8429,3830
7308,1165
3330,9767
7486,6253
4395,5577
6701,4872
9808,4108
1089,4978
734,6243
8482,669
1931,1393
5701,8695
3937,1548
9603,9933
7232,1957
2502,3549
4700,7739
8558,9879
3565,799
5453,8453
7459,3789
3036,3405
5451,6506
3478,1066
2339,9637
5128,9363
9053,6234
4593,758
7010,1210
9109,3508
3252,8325
146,420
9954,5726
7394,2943
5652,1933
1115,8577
8939,6860
5844,5918
2958,3600
1796,6720
8201,3357
2569,9401
5498,7573
5152,2400
9909,6678
9835,3817
4067,6512
1134,9488
5858,4494
6062,4105
6446,6840
9045,1808
3879,3182
3690,1470
9200,3512
5589,937
8461,7722
8512,8738
3890,8951
9842,1985
782,5129
788,4424
5590,2498
7919,6510
463,4432
1220,7243
759,1436
9040,1314
8512,4152
135,9842
4216,4835
1930,8352
2672,688
9621,4101
2263,1664
8101,3855
4598,7014
9951,6825
1165,2040
6849,7814
3446,3944
1544,9092
6079,78
4067,891
8095,5451
2503,1781
5700,6579
4465,3399
6140,4526
9996,4914
6840,7961
2550,7010
965,3466
1325,1668
948,6954
4649,4034
7526,1548
9659,6671
1011,8217
4008,4225
1874,8131
1994,166
9739,5249
9812,707
4300,9250
1215,2209
4101,4079
3433,8574
858,129
6849,8936
2401,3728
451,970
3181,5915
9866,1062
7277,4595
6411,744
6741,1674
134,9885
7739,7950
4439,6011
2547,4477
5513,4335
6581,192
841,9512
2386,8450
3484,5233
7884,349
6041,6344
7392,3127
296,3830
5754,336
4218,1723
7985,7526
3600,2494
9187,5120
1931,3303
9845,3904
7725,4154
7793,1674
6686,6996
1732,8401
6960,2716
6753,6720
6464,5058
6218,5645
5099,8156
5759,571
1062,2625
5453,9356
856,9223
9053,2754
6510,1501
8329,3914
5701,3330
9460,9603
8525,2432
3491,1171
7123,5667
3525,3012
5199,1975
864,9338
6703,6267
9879,6685
7582,6396
8153,3061
5374,5881
991,7963
4747,9432
5562,9045
5856,6472
4397,105
5856,9250
6972,4973
9292,7857
535,8121
6863,1538
172,3783
1674,3774
594,6041
9285,5109
3936,485
6170,3545
2848,7574
5409,6901
2104,4307
4772,8727
5628,9548
3433,7011
6177,880
555,9138
3750,2287
2503,991
4261,9250
3150,5300
7851,9664
3852,134
1998,1318
7107,1000
9998,2498
9885,2429
7567,6938
5984,6435
9845,916
1361,6295
1684,6202
970,4677
1879,1796
7316,7791
4143,6950
4700,4598
1960,6473
6145,5128
6088,8695
3509,8015
6634,4772
273,5166
9154,7414
886,2194
3754,8461
8481,995
8925,9842
2251,8963
1662,1799
8714,4421
3837,4450
3590,3958
7134,2950
4666,9987
5088,4835
7244,3550
1000,3140
1624,5667
4650,5846
53,4499
3049,9659
1443,1244
4628,4293
5242,51
6652,3195
906,4396
652,2591
2714,7986
9954,8854
7586,2394
8129,129
2848,4261
297,6319
5403,9182
3792,1638
9182,6919
7222,8506
8899,6838
6267,440
1052,4452
5061,1723
6810,5343
9722,3630
1808,893
4436,5112
9107,3393
8765,5092
5513,1314
2273,9443
7256,3219
6627,3982
8593,6362
8932,9769
9963,6041
7784,6394
8763,2917
8577,5724
1662,1144
7339,6386
135,9542
3454,8984
1215,7576
6163,336
6494,1486
6249,8965
1363,9847
8592,5583
9999,4311
127,3602
3170,3215
548,190
9327,8109
5360,375
7752,994
5609,7502
2295,7981
5451,1559
6615,6400
4584,3150
9460,2602
3036,6685
9870,4747
9827,1129
5540,2438
5575,3061
3711,5892
7412,4333
6162,94
3640,3225
4840,6359
4045,1974
4395,9853
5300,976
2917,3146
224,9086
2664,8434
9942,2579
3997,7257
8129,5203
2251,4056
8251,7762
4014,3935
4120,683
9502,8330
7489,5159
7244,4939
4869,2920
9265,835
1453,9187
3261,6330
7612,4975
6338,8865
5915,1107
5722,6202
6587,7298
3668,7253
7193,3175
7595,19
6651,4095
4389,8934
6960,2868
3886,5911
3833,301
3212,3862
4885,8574
4713,5476
1674,9391
8301,7458
1860,9646
1934,4649
4650,9182
6954,3889
6996,4563
3974,8051
7019,7363
9690,5860
8520,5544
1993,2817
7716,2462
8763,5597
5420,8352
1756,2476
2717,2733
1192,8554
2240,129
2300,3587
7016,7943
749,3601
4296,199
1258,827
5494,9542
8981,7007
8229,9654
6804,120
2142,9881
1023,6857
3023,9744
1215,3300
3201,2659
5186,4471
5606,5766
808,2386
3302,3507
3512,346
8784,9182
3253,3889
381,3890
4441,6355
5930,2110
7341,1447
1205,1978
1663,2750
306,4467
9961,689
8531,5151
6794,8186
1486,504
6272,96
1623,8393
7994,338
1771,4939
5731,9047
891,8634
3257,4973
2510,2736
747,2899
2645,4499
965,246
1953,2705
4079,300
65,9744
8674,4218
835,6457
2823,9889
7402,939
5699,8922
8368,9244
4324,7385
1090,1394
4086,5601
338,2644
3935,5229
3558,2468
1140,6990
4868,6047
9619,301
4287,5548
1436,7232
8714,2887
7190,6711
6919,5425
525,6696
890,7894
6473,2430
5673,8549
4195,3261
5604,6611
1460,808
5152,6527
240,5949
9349,9333
5539,5767
1216,2938
1332,7721
2310,8301
8927,6966
8292,2734
917,7237
6557,3833
669,4396
4344,4880
8067,1046
5159,2422
3987,8276
8260,4644
7434,1795
1587,5060
1278,3914
647,8301
8765,9716
6119,7597
3850,5544
7408,5190
7595,6434
4756,7851
4932,7284
1934,6053
4250,4024
8596,9839
79,8462
8725,6886
2658,7187
2635,7387
7994,6337
978,4184
4138,2017
1742,1275
1328,4585
1134,3787
1651,120
808,6944
5799,2798
2429,7208
5672,3080
9356,4160
6843,7772
5859,5984
392,4718
1950,8744
1764,6727
3507,5428
7366,6720
5094,2836
856,7943
5,121
9741,4694
6907,2625
1559,9195
2990,3368
2101,5228
4713,412
8004,6791
7109,7758
7761,6457
5623,8653
8414,7752
1460,3097
9593,4403
9831,3889
3777,7651
9362,8414
7764,1856
8337,5403
1066,3212
9120,7257
6252,457
6795,9404
1664,3671
2366,4189
6996,7277
8923,616
1546,5556
8317,4295
8961,8049
2962,6098
7762,1210
2630,7117
9881,8257
172,5036
4954,1764
5034,5888
2503,601
3664,3107
7994,4537
9317,20
2602,7798
714,4324
2635,3989
3797,7244
8881,7328
4408,6944
4649,4538
1363,4718
8133,1707
7184,831
74,6615
6863,8746
1165,4835
5720,1214
3096,9342
8494,9148
8482,299
9214,9147
2539,2009
8958,2524
2301,6295
1326,1044
7909,7612
9480,7654
6277,9593
1859,566
5529,7716
3671,8763
579,8033
7508,3934
8245,57
9934,9552
1960,8776
8168,9845
5031,1567
1436,6060
1292,9881
5610,3530
838,7961
7157,8153
8487,9969
9552,827
9314,9595
5428,8862
6186,3982
9753,7959
1267,152
1405,4206
9889,3514
6408,2848
7107,6253
6098,890
7113,1436
591,9052
2858,3444
3612,5799
8434,2803
9443,422
2868,8655
5860,1630
7757,6145
179,7758
720,1120
8614,9187
1584,8787
7434,7235
7432,2418
5701,8260
747,2170
2920,4942
6824,8217
6435,8936
3958,4261
2607,9109
6990,4324
7711,8095
7705,2240
2640,3536
4609,440
3640,5203
1747,3145
4241,615
3512,5010
8937,4771
2386,525
6536,8214
6215,1538
3690,1107
7035,7148
7712,9238
4526,9822
3145,3550
4344,3127
4214,4572
485,9845
468,6930
9342,5056
4758,4606
9513,3658
7004,3715
1486,3462
1960,240
5596,9391
2183,8939
8185,4333
3716,1332
7913,8762
827,3262
1107,8364
2040,3373
4250,8260
4432,2632
7949,2140
2675,7361
841,9835
1394,4195
5582,1994
6990,3455
7037,970
1138,4665
3758,7924
3252,835
692,5918
6277,3182
9040,3162
1262,7798
6326,8462
3514,2498
2713,19
721,8559
747,6984
4985,7187
7268,4189
3383,1592
463,1781
5571,615
3041,3452
1159,8668
2542,9607
2251,3220
566,3363
2627,8860
5559,4405
3635,5438
3330,3567
1468,6701
3935,8231
331,8762
443,57
5999,4138
6857,8739
254,9502
3774,3987
3133,8840
3109,2872
2432,3567
5729,5248
1833,5137
555,5342
3323,555
7884,2029
4216,6615
2945,311
9557,8107
65,7543
6795,5697
1439,7363
7529,3703
8957,9870
7237,6980
1600,1989
1203,1953
4248,4954
3583,698
1046,1879
4583,4219
4593,1996
3393,1909
2178,6386
1544,3512
2037,4613
9619,1192
6615,8240
972,5452
2142,815
1237,2807
3715,1292
8653,9557
9120,992
9852,5274
5653,1513
9045,5649
2369,2868
9327,6521
4613,5549
7361,5262
9418,9147
8582,3841
5951,9894
8727,9328
1977,4644
6896,3941
1662,4116
5266,6716
9470,7824
2295,1658
9408,6627
7255,8767
758,233
8739,4649
4012,3778
5609,5963
3077,4820
3944,8001
5819,8860
4484,4974
8133,7325
1652,2752
8109,8231
4775,6279
4808,9065
5046,7849
3830,1180
3460,3515
9951,2122
8886,9328
3012,666
2464,6621
4394,1730
8809,1704
788,5626
213,6783
7812,702
4742,9677
6145,9076
1631,6704
8614,9830
1996,7551
7612,3750
7716,8235
3175,8095
1160,2452
2367,7791
5744,6163
9216,4929
7725,1214
1397,6493
8492,1104
2948,2161
9907,6028
9881,9847
4143,9831
7764,9530
1663,9246
9282,9480
9257,8512
8133,9116
841,8703
1278,9646
5283,2044
721,1614
5610,2524
9753,8695
331,6498
6331,3248
3077,8247
548,1147
8450,3989
7457,7193
2807,5984
4782,9969
9003,2339
1909,5535
7673,7850
9811,8816
9016,5498
4152,9587
9897,5233
2420,5771
916,1891
1499,2369
5190,5591
1973,9804
9221,1953
7407,707
7419,2420
6479,9999
2527,9281
8695,3281
7361,3491
5544,6825
3240,7138
8051,8709
3545,5699
6759,7146
5236,2745
9317,1754
240,6611
